type,labels,number_of_crashes,center_lat,center_lng
Ясно,1235,2,55.799529,37.5563605
Ясно,1237,2,55.7199015,37.599372
Ясно,1248,2,55.793775499999995,37.5473695
Ясно,1252,2,55.794635,37.4003685
Ясно,1257,2,55.764578,37.644819999999996
Ясно,1264,2,55.7111685,37.819276
Ясно,1270,2,55.793865999999994,37.695330999999996
Ясно,1274,3,55.807045333333335,37.504302
Ясно,1279,3,55.76306433333333,37.60341533333333
Ясно,1286,2,55.8570365,37.442597
Ясно,1291,3,55.767736,37.59306866666667
Ясно,1295,2,55.874790000000004,37.609355
Ясно,1301,2,55.88264100000001,37.4616835
Ясно,1303,2,55.8020315,37.526223
Ясно,1306,2,55.846491,37.435731000000004
Ясно,1307,3,55.815974000000004,37.717241
Ясно,1330,3,55.870987,37.71166233333334
Ясно,1333,2,55.704604,37.64101599999999
Ясно,1336,4,55.805627,37.513075
Ясно,1343,2,55.90567,37.587683
Ясно,1344,2,55.723307,37.4484175
Ясно,1348,2,55.727545,37.652174
Ясно,1350,3,55.636917,37.45601166666667
Ясно,1351,2,55.484921,37.518278499999994
Ясно,1354,2,55.784115,37.563833
Ясно,1356,2,55.764249500000005,37.3648135
Ясно,1360,2,55.7570805,37.615401
Ясно,1361,2,55.723624,37.1785495
Ясно,1363,2,55.8103615,37.522951
Ясно,1366,2,55.704069000000004,37.774386500000006
Ясно,1374,3,55.61592433333333,37.48665
Ясно,1380,2,55.757104999999996,37.5661505
Ясно,1394,2,55.735510500000004,37.374280999999996
Ясно,1396,2,55.7918935,37.589604
Ясно,1401,3,55.778639,37.580841666666664
Ясно,1402,4,55.751591250000004,37.7173975
Ясно,1403,2,55.760555,37.7359285
Ясно,1407,2,55.803283,37.823149
Ясно,1410,3,55.817704,37.39125966666667
Ясно,1422,2,55.8744565,37.4066665
Ясно,1436,2,55.738002,37.526443
Ясно,1450,3,55.73073933333333,37.42396466666666
Ясно,1472,2,55.743815,37.5713535
Ясно,1476,2,55.582134999999994,37.7046595
Ясно,1484,3,55.77342933333333,37.61340033333333
Ясно,1499,2,55.6804915,37.513804500000006
Ясно,1501,2,55.702482,37.8497455
Ясно,1506,3,55.910902,37.573836
Ясно,1508,2,55.7728645,37.605729
Ясно,1509,2,55.715239,37.575608
Ясно,1511,2,55.898368000000005,37.587034
Ясно,1512,3,55.63232466666667,37.619895
Ясно,1533,2,55.8897745,37.586117
Ясно,1539,2,55.601275,37.47804
Ясно,1560,2,55.7928285,37.714755499999995
Ясно,1561,2,55.813373,37.566526
Ясно,1566,2,55.738198,37.770143000000004
Ясно,1567,3,55.797171999999996,37.584142666666665
Ясно,1569,2,55.839425500000004,37.4808075
Ясно,1580,2,55.723884,37.406334
Ясно,1590,2,55.67223,37.4476125
Ясно,1615,3,55.592905333333334,37.292178666666665
Ясно,1616,3,55.84508066666667,37.392218
Ясно,1619,3,55.77789633333333,37.52297033333333
Ясно,1620,2,55.6440865,37.656223999999995
Ясно,1628,2,55.752773000000005,37.53229
Ясно,1637,2,55.8877375,37.6552
Ясно,1652,2,55.731668,37.491129
Ясно,1655,2,55.803434,37.552412000000004
Ясно,1667,2,55.767270499999995,37.5292005
Ясно,1672,4,55.7337795,37.40534675
