type,labels,number_of_crashes,center_lat,center_lng
Светлое время суток,3267,2,55.7591365,37.7569575
Светлое время суток,1221,2,55.7321095,37.604887000000005
Светлое время суток,3272,2,55.767270499999995,37.5292005
Светлое время суток,1225,3,55.711489,37.627287
Светлое время суток,1227,2,55.680437,37.60765
Светлое время суток,3277,2,55.778090500000005,37.459066
Светлое время суток,3279,2,55.6756485,37.505747
Светлое время суток,1233,2,55.890924,37.528224
Светлое время суток,1236,2,55.747269,37.4947015
Светлое время суток,1238,4,55.7993375,37.73414775
Светлое время суток,1242,2,55.887975499999996,37.4859735
Светлое время суток,1245,2,55.752224,37.573178
Светлое время суток,3294,2,55.635866500000006,37.7010605
Светлое время суток,3300,2,55.66572,37.768882500000004
Светлое время суток,1257,2,55.50001,37.595059500000005
Светлое время суток,1260,2,55.7791375,37.727571
Светлое время суток,3315,2,55.778284,37.580216
Светлое время суток,3322,2,55.761159,37.5791265
Светлое время суток,1280,2,55.910583,37.5826835
Светлое время суток,1282,2,55.587459,37.6354105
